,number_of_visits,total_quantity,average_quantity,total_spend,average_spend,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS,cluster_group
2153,80,528,6.6,1392.85,17.41,27.97,40.0,20.77,73.14,11.21,0.0,363.54,6.11,34.98,34.01,36.67,12.0,36.99,1.05,1.66,25.2,0.0,0.5,204.98,2.85,4.0
2154,132,1274,9.65,1296.18,9.82,47.98,10.0,301.93,101.97,88.99,0.0,6.8,61.21,19.63,90.56,181.47,9.0,20.0,9.63,1.69,19.8,3.39,59.41,94.22,15.83,0.0
2155,54,478,8.85,591.68,10.96,17.16,30.0,52.28,86.24,25.63,0.0,66.59,3.97,38.31,40.34,5.75,1.0,24.29,10.54,2.55,0.99,7.35,11.6,20.67,1.88,5.0
2156,18,543,30.17,810.44,45.02,2.16,0.0,84.79,45.4,2.77,0.0,31.42,20.01,169.43,203.42,119.27,0.0,24.97,0.98,8.79,0.0,13.48,3.76,0.0,0.0,1.0
2157,193,703,3.64,944.86,4.9,5.77,192.0,136.07,61.95,1.34,0.0,42.61,14.36,9.69,36.02,10.53,2.0,9.45,40.51,2.29,11.86,14.9,16.07,8.82,1.67,3.0
2158,107,539,5.04,1331.31,12.44,38.6,165.0,22.79,43.02,16.72,0.0,15.71,10.8,28.04,45.9,14.09,18.0,85.28,18.15,2.55,17.34,2.85,13.87,192.9,15.23,4.0
2159,49,894,18.24,755.43,15.42,21.61,3.0,253.94,122.84,0.0,0.0,3.4,7.97,210.36,98.27,46.13,12.0,14.15,7.77,1.69,11.41,0.0,4.25,0.0,0.0,1.0
2160,35,479,13.69,438.0,12.51,25.42,0.0,41.71,87.29,5.61,9.06,12.39,31.1,44.77,74.51,8.78,4.0,31.26,9.08,0.59,36.35,0.99,5.66,11.36,2.67,5.0
2161,126,1288,10.22,1663.78,13.2,31.28,60.0,206.59,136.21,15.83,0.0,29.3,58.08,76.24,150.03,57.2,4.0,114.43,29.97,1.95,30.0,12.23,49.79,43.22,14.03,3.0
2162,68,446,6.56,606.16,8.91,17.33,0.0,49.62,140.67,5.98,0.0,0.0,6.06,169.31,258.83,58.57,0.0,39.68,4.29,1.92,0.0,8.84,22.75,0.0,1.58,4.0
2163,90,1538,17.09,1558.16,17.31,51.1,0.0,626.73,215.51,1.45,0.0,71.01,75.87,89.39,139.78,44.11,2.0,52.52,11.72,0.0,52.26,0.0,139.86,0.0,5.43,3.0
2164,50,475,9.5,572.67,11.45,13.36,50.0,126.09,101.03,4.25,0.0,1.69,14.3,7.76,65.47,17.85,11.0,6.0,2.93,0.0,15.89,1.68,12.34,10.62,2.75,5.0
2165,81,2000,24.69,2871.29,35.45,107.86,0.0,814.06,352.54,2.3,0.0,51.85,57.86,302.55,149.18,91.49,0.0,604.74,3.99,3.4,691.35,0.0,148.07,0.0,51.53,2.0
2166,47,821,17.47,1116.3,23.75,55.44,0.0,116.76,123.05,0.7,0.0,154.17,60.4,287.5,67.02,67.73,0.0,91.02,0.0,5.45,40.46,34.59,66.34,0.0,5.35,1.0
2167,72,537,7.46,561.84,7.8,14.62,0.0,94.84,56.68,0.0,0.0,25.01,1.95,144.86,63.39,10.64,0.0,34.45,23.75,8.73,11.95,1.69,19.14,0.0,3.8,4.0
2168,39,590,15.13,669.24,17.16,34.19,0.0,41.2,124.37,10.2,0.0,12.74,22.29,152.92,57.58,41.11,0.0,4.45,4.56,10.2,13.87,38.38,6.28,0.0,2.58,5.0
2169,87,815,9.37,691.78,7.95,23.73,0.0,89.05,221.97,32.56,31.42,19.63,6.96,40.56,69.32,78.13,0.0,1.49,7.55,10.87,4.71,5.39,27.92,0.0,1.4,4.0
2170,9,125,13.89,253.93,28.21,8.98,0.0,0.0,15.5,0.0,3.48,19.0,3.64,7.1,11.96,34.4,7.0,10.79,6.06,0.0,12.92,22.93,2.94,18.73,0.0,5.0
2171,59,431,7.31,639.24,10.83,28.66,0.0,57.84,86.24,0.59,0.0,9.35,16.47,58.94,36.91,21.92,16.0,89.15,1.3,3.4,50.56,0.0,0.0,397.4,9.13,5.0
2172,36,390,10.83,377.66,10.49,10.86,0.0,86.46,85.45,5.58,0.0,68.16,9.96,49.13,44.29,15.34,0.0,17.4,0.4,1.95,13.04,0.0,1.46,0.84,4.25,5.0
2173,38,481,12.66,583.97,15.37,11.79,0.0,56.19,122.29,3.96,0.0,132.77,32.77,81.1,16.93,10.77,0.0,6.59,8.59,6.8,22.12,5.54,15.4,0.0,5.9,5.0
2174,34,642,18.88,851.67,25.05,58.01,0.0,156.89,160.55,0.0,0.0,3.4,13.02,163.39,53.54,92.72,0.0,153.33,8.76,11.48,196.69,9.58,109.81,0.0,7.04,1.0
2175,183,1994,10.9,1723.03,9.42,32.04,0.0,211.38,112.65,0.0,0.0,84.2,61.09,75.28,385.92,59.38,79.0,74.59,58.76,0.84,14.66,19.64,64.37,0.0,12.66,3.0
2176,28,102,3.64,406.99,14.54,2.34,110.0,0.0,13.64,3.71,0.0,0.0,8.08,17.42,10.04,5.11,0.0,29.07,0.0,0.0,13.13,0.0,0.0,0.0,0.79,5.0
2177,75,566,7.55,315.92,4.21,25.62,0.0,0.0,47.06,1.33,0.0,1.69,0.0,322.21,7.3,17.77,7.0,92.4,7.4,0.0,60.33,0.0,0.0,9.56,3.25,4.0
2178,28,138,4.93,205.67,7.35,3.21,0.0,0.0,7.63,2.82,0.0,52.04,0.0,13.51,4.25,2.59,0.0,12.38,0.0,0.0,12.62,0.0,29.88,0.0,16.41,5.0
2179,14,78,5.57,246.22,17.59,0.89,165.0,0.0,4.58,0.0,0.0,41.99,1.39,14.95,2.41,3.69,0.0,0.0,0.0,0.0,0.0,0.0,1.35,3.78,0.0,5.0
2180,77,507,6.58,703.58,9.14,11.32,0.0,0.0,44.82,16.76,0.0,83.24,5.1,21.9,14.58,0.0,0.0,422.64,4.7,0.0,12.35,0.0,20.06,0.0,10.5,4.0
2181,5,6,1.2,7.28,1.46,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2182,82,115,1.4,826.07,10.07,0.0,0.0,0.0,3.98,0.0,0.0,258.53,0.0,5.95,0.0,0.0,5.0,0.0,1.75,0.0,0.0,0.0,4.04,38.29,0.0,4.0
2183,11,16,1.45,18.36,1.67,0.0,0.0,0.0,1.6,3.99,0.0,10.18,0.0,3.18,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2184,58,337,5.81,725.16,12.5,4.4,60.0,0.0,17.39,4.97,0.0,0.0,0.0,4.64,8.03,0.0,40.0,0.0,16.7,0.0,0.0,0.0,0.0,384.52,0.45,5.0
2185,45,365,8.11,371.62,8.26,10.23,0.0,116.79,10.85,3.64,5.38,0.0,14.52,10.69,11.4,7.0,102.0,0.0,0.0,0.0,0.0,4.68,35.67,154.34,0.0,5.0
2186,42,740,17.62,473.99,11.29,25.26,0.0,65.64,477.39,0.0,0.0,0.0,9.36,12.59,456.58,156.84,0.0,9.13,1.77,1.66,8.72,15.24,6.81,0.0,0.0,1.0
2187,49,364,7.43,447.76,9.14,16.69,0.0,37.41,37.92,12.26,0.0,41.97,5.07,36.12,14.74,4.78,0.0,9.86,9.38,0.0,7.04,5.25,1.38,77.34,3.94,5.0
2188,9,68,7.56,140.55,15.62,2.09,0.0,0.84,12.43,0.0,0.89,140.34,7.73,10.41,0.0,0.84,0.0,4.37,0.0,0.0,0.88,0.0,1.33,0.0,0.0,5.0
2189,18,158,8.78,94.19,5.23,13.97,0.0,33.16,8.83,3.22,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,53.57,5.0
2190,4,29,7.25,71.45,17.86,10.82,73.76,22.59,7.98,0.0,0.0,0.0,0.0,1.89,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,5.0
2191,16,68,4.25,52.59,3.29,1.47,0.0,25.34,8.28,1.1,1.65,0.0,0.76,1.89,0.0,1.01,0.0,0.0,0.43,0.0,0.32,3.38,0.96,0.0,0.0,5.0
2192,65,156,2.4,330.21,5.08,0.6,84.0,0.28,97.79,1.09,0.0,41.47,4.0,0.58,0.0,0.0,48.0,0.0,2.75,0.0,4.48,0.0,0.0,0.0,6.13,5.0
2193,2,27,13.5,55.02,27.51,0.0,0.0,1.23,6.43,0.0,0.0,25.35,0.0,8.01,0.0,9.88,0.0,7.77,0.4,0.0,0.0,0.0,3.82,4.7,0.0,5.0
2194,38,168,4.42,567.73,14.94,0.33,0.0,17.12,15.74,1.58,0.0,6.71,2.82,10.13,0.0,0.0,3.0,20.0,0.7,0.0,0.0,0.0,0.0,138.17,0.45,5.0
2195,100,276,2.76,255.63,2.56,1.25,0.0,2.39,46.27,0.0,0.89,0.0,4.12,1.8,0.0,0.0,9.0,0.0,18.8,0.0,0.0,0.89,0.0,27.42,55.39,4.0
2196,19,33,1.74,77.63,4.09,1.03,5.0,6.45,0.68,1.99,0.0,0.0,0.0,20.58,0.0,1.01,0.0,1.18,0.0,3.4,0.0,0.0,0.0,23.39,0.0,5.0
2197,68,122,1.79,762.5,11.21,0.59,0.0,4.5,6.53,0.0,0.0,59.4,0.0,1.34,0.0,2.03,0.0,0.0,2.58,0.0,9.19,0.0,0.0,189.21,0.0,5.0
2198,14,95,6.79,119.31,8.52,1.08,0.0,10.89,6.96,14.7,0.0,0.0,0.0,10.99,0.0,0.0,0.0,44.48,67.93,0.0,11.64,3.4,5.12,18.3,2.38,5.0
2199,21,75,3.57,118.44,5.64,0.0,0.0,2.39,0.93,1.38,0.0,6.8,0.0,6.3,0.78,0.0,31.5,0.0,0.33,0.0,0.0,0.0,4.47,16.1,9.01,5.0
2200,5,55,11.0,66.92,13.38,3.01,0.0,10.18,7.26,0.0,0.0,0.0,22.85,6.43,1.31,0.0,0.0,13.38,0.85,0.0,3.97,0.0,7.93,0.0,0.99,5.0
2201,37,129,3.49,347.77,9.4,7.77,5.0,6.11,2.58,0.0,0.0,0.0,0.0,11.52,3.71,0.0,24.0,0.0,4.65,0.0,0.0,0.0,0.0,155.01,3.69,5.0
2202,266,485,1.82,883.65,3.32,14.24,0.0,11.41,35.52,21.68,3.6,0.0,0.81,12.54,65.65,0.0,0.0,0.97,0.84,0.0,0.99,0.0,0.0,242.76,1.98,3.0
2203,38,171,4.5,448.15,11.79,5.38,0.0,26.86,30.01,0.0,0.0,0.0,0.0,8.75,17.45,0.0,0.0,6.37,6.81,0.0,3.48,0.0,0.0,188.58,1.48,5.0
2204,61,433,7.1,420.25,6.89,16.94,0.0,8.9,139.17,0.0,0.0,21.64,2.54,185.05,7.52,0.0,0.0,0.0,6.55,0.0,14.22,0.0,3.96,0.0,4.95,5.0
2205,10,31,3.1,90.46,9.05,0.0,20.0,0.43,2.71,0.0,0.0,0.0,0.0,4.04,4.16,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,75.43,0.99,5.0
2206,20,181,9.05,186.22,9.31,5.84,0.0,42.15,49.6,0.0,0.0,0.0,22.05,31.11,12.63,0.0,0.0,2.22,3.8,0.0,7.97,2.55,0.77,0.0,0.89,5.0
2207,57,240,4.21,1028.34,18.04,4.21,120.0,27.37,21.7,6.95,0.0,3.91,0.0,6.79,0.85,0.0,17.0,0.0,1.28,0.0,0.59,0.0,0.0,384.41,1.58,5.0
2208,35,236,6.74,232.58,6.65,4.66,0.0,6.38,44.38,15.05,0.0,0.0,0.0,48.92,23.48,0.0,0.0,0.9,1.8,0.0,60.67,0.0,30.19,18.53,1.47,5.0
2209,83,345,4.16,546.41,6.58,38.7,0.0,20.28,0.44,0.0,0.0,136.25,2.22,0.21,11.42,0.0,6.0,1.29,7.55,0.0,0.0,0.0,11.9,0.84,0.0,4.0
2210,44,322,7.32,354.34,8.05,18.63,0.0,31.14,10.13,25.71,2.77,0.0,0.0,10.27,10.74,0.0,0.0,0.0,2.4,0.0,6.57,0.0,0.0,49.38,1.09,5.0
2211,6,66,11.0,72.14,12.02,8.63,0.0,5.45,14.1,1.21,0.0,3.82,1.99,21.34,0.41,0.0,1.0,15.97,1.8,0.0,5.52,0.0,0.24,0.0,2.48,5.0
2212,35,205,5.86,248.05,7.09,6.2,0.0,19.24,25.01,7.22,0.0,0.0,13.98,22.64,8.32,0.0,0.0,49.2,1.67,0.0,11.57,0.0,1.69,0.0,1.98,5.0
2213,55,161,2.93,352.19,6.4,4.24,5.0,8.14,7.74,3.57,0.0,18.74,1.99,20.83,1.87,0.0,23.0,14.06,0.81,0.0,0.0,0.0,0.55,78.43,1.19,5.0
2214,57,223,3.91,404.05,7.09,7.94,0.0,32.02,6.0,2.99,0.0,123.2,5.88,12.7,15.64,0.0,0.0,3.0,0.35,0.0,4.25,3.59,2.1,0.0,0.89,5.0
2215,9,94,10.44,94.36,10.48,8.21,0.0,21.81,5.43,11.67,11.19,0.0,1.99,18.98,0.6,0.0,0.0,0.0,0.76,0.0,13.96,0.0,5.37,0.0,4.74,5.0
2216,110,309,2.81,325.83,2.96,7.43,0.0,9.86,35.11,1.99,0.0,21.63,2.83,53.73,20.59,0.0,8.0,4.4,19.75,0.0,0.0,0.0,1.74,58.18,1.44,4.0
2217,16,71,4.44,82.99,5.19,0.72,0.0,1.16,0.75,0.0,0.0,21.66,2.55,18.17,2.45,0.0,0.0,0.0,4.85,0.0,1.09,17.0,0.0,0.0,0.0,5.0
2218,13,72,5.54,84.27,6.48,7.01,0.0,16.98,20.87,5.3,0.0,0.0,5.28,8.84,13.92,0.0,2.0,1.49,4.32,0.84,6.17,0.0,0.0,0.0,0.0,5.0
2219,37,254,6.86,456.35,12.33,6.7,0.0,6.87,85.71,0.0,0.0,633.62,0.0,23.37,15.3,0.0,0.0,8.56,2.8,0.0,30.67,3.38,0.0,0.0,0.0,5.0
2220,56,266,4.75,253.14,4.52,1.69,0.0,20.25,53.32,0.85,0.0,0.0,0.0,23.09,24.53,0.0,10.0,26.3,8.1,0.0,20.19,0.0,0.0,0.0,15.9,5.0
2221,39,260,6.67,294.23,7.54,3.85,57.0,31.98,8.01,0.0,0.0,4.25,14.45,51.66,61.35,0.0,5.0,24.05,6.21,0.0,20.71,0.0,0.0,0.0,4.95,5.0
2222,33,236,7.15,383.6,11.62,11.75,10.0,68.67,51.73,2.1,0.0,49.3,51.58,32.5,24.37,0.0,0.0,4.58,0.0,0.0,21.06,0.0,0.0,0.0,0.99,5.0
2223,35,137,3.91,447.25,12.78,12.67,0.0,0.33,5.5,0.0,0.0,0.0,3.88,5.11,3.63,0.0,0.0,0.0,5.6,0.0,2.78,1.35,0.84,475.9,1.12,5.0
2224,56,309,5.52,691.95,12.36,3.43,0.0,14.08,19.58,8.9,0.0,570.12,13.09,35.43,14.17,0.0,0.0,12.27,2.5,0.0,4.28,0.0,0.0,0.0,0.0,5.0
2225,14,150,10.71,150.03,10.72,10.56,0.0,10.33,39.69,8.86,0.0,9.33,9.7,12.52,27.67,0.0,0.0,12.51,9.99,0.0,7.07,0.0,0.7,0.0,0.99,5.0
2226,42,244,5.81,496.33,11.82,22.62,416.0,11.63,16.52,10.36,0.0,65.86,0.0,40.42,23.63,0.0,0.0,9.3,12.43,0.0,3.84,0.0,0.99,0.0,0.98,5.0
2227,13,172,13.23,184.05,14.16,4.27,0.0,61.72,21.59,1.5,0.0,5.94,0.0,21.62,18.61,0.0,0.0,30.14,3.95,0.0,14.62,0.0,0.0,0.0,3.46,5.0
2228,95,784,8.25,825.27,8.69,25.03,0.0,47.09,47.4,0.0,0.0,0.0,75.95,185.92,190.2,17.19,0.0,116.54,0.0,0.0,65.89,0.0,2.96,0.0,0.89,4.0
2229,78,404,5.18,467.31,5.99,22.41,58.0,91.43,39.95,0.0,0.0,12.17,1.95,33.05,31.07,12.1,0.0,0.0,0.0,0.0,0.0,0.0,5.91,8.62,0.0,4.0
2230,102,696,6.82,949.31,9.31,6.58,65.0,77.31,31.7,13.18,0.0,113.47,33.3,4.52,71.36,62.76,25.0,50.99,0.0,0.0,31.14,0.0,13.57,3.71,0.86,4.0
2231,35,331,9.46,514.31,14.69,32.81,50.0,56.36,71.28,9.48,0.0,12.16,13.64,33.73,22.01,12.91,0.0,67.38,0.0,0.0,6.39,1.95,0.0,0.0,3.56,5.0
2232,55,476,8.65,553.04,10.06,30.77,0.0,130.87,136.77,0.0,0.0,4.67,10.74,39.93,27.23,0.67,8.0,102.37,0.0,0.0,28.28,40.11,13.74,0.0,9.52,5.0
2233,45,494,10.98,542.51,12.06,17.39,0.0,77.46,180.95,17.16,0.0,16.98,0.0,72.02,36.75,22.58,0.0,42.51,0.0,0.0,1.96,0.0,8.65,0.0,0.0,5.0
2234,26,353,13.58,451.03,17.35,11.42,0.0,37.76,58.25,0.0,4.32,12.75,23.53,26.44,49.72,95.23,0.0,27.77,0.0,2.53,11.38,0.0,7.01,0.0,0.89,5.0
2235,46,904,19.65,1045.5,22.73,22.11,0.0,303.49,104.14,89.18,0.0,0.0,10.6,81.19,168.98,135.74,0.0,0.0,0.0,0.0,15.37,88.47,62.06,0.0,12.74,0.0
2236,249,908,3.65,1718.05,6.9,9.74,10.0,59.22,31.94,0.79,0.0,5.14,0.0,18.46,68.39,21.35,38.0,0.0,0.0,0.0,6.48,4.25,53.29,195.13,0.89,3.0
2237,65,533,8.2,539.85,8.31,8.59,0.0,59.03,45.5,3.65,0.0,11.06,46.05,120.95,111.21,4.75,0.0,32.56,0.0,0.0,23.22,0.0,2.55,0.0,6.51,4.0
2238,20,793,39.65,1148.8,57.44,49.32,0.0,104.78,102.5,6.78,5.38,21.6,63.52,198.01,202.1,43.8,0.0,83.4,0.0,2.72,1.04,0.0,54.93,0.0,0.0,1.0
2239,35,594,16.97,525.13,15.0,30.58,0.0,30.66,92.5,0.0,0.0,20.58,0.76,179.91,8.46,22.9,0.0,3.49,0.0,0.0,11.49,0.0,7.04,0.0,2.43,5.0
2240,14,126,9.0,140.42,10.03,6.36,0.0,15.12,18.28,2.66,0.0,79.65,4.49,3.56,37.7,4.82,2.0,29.79,0.0,1.69,11.82,1.18,5.17,0.0,0.0,5.0
2241,29,261,9.0,394.91,13.62,0.0,0.0,19.9,30.28,14.81,0.0,94.35,0.0,48.04,22.16,1.9,0.0,52.79,0.0,0.0,0.0,0.0,2.03,3.73,0.0,5.0
2242,82,613,7.48,862.85,10.52,27.51,0.0,187.18,34.1,0.0,0.0,17.4,3.96,106.73,300.78,81.43,0.0,565.1,0.0,0.0,0.0,0.0,31.68,0.0,2.28,4.0
2243,19,263,13.84,357.22,18.8,7.17,0.0,25.46,26.46,0.0,0.0,86.67,6.57,13.39,98.08,7.49,0.0,12.34,0.0,0.0,6.06,0.0,0.0,0.0,0.0,5.0
2244,44,186,4.23,263.8,6.0,9.69,20.0,4.44,21.29,10.4,0.0,9.43,0.0,29.36,5.63,65.04,18.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.99,5.0
2245,19,222,11.68,283.11,14.9,8.1,0.0,46.36,23.35,1.8,0.0,0.0,1.5,53.81,26.18,10.3,0.0,9.95,0.0,0.0,20.06,0.0,56.81,0.0,3.07,5.0
2246,90,929,10.32,1338.81,14.88,21.16,0.0,125.41,164.4,2.93,0.0,0.0,86.73,48.13,187.64,52.16,0.0,41.65,0.0,0.0,31.39,0.89,0.0,21.79,1.98,4.0
2247,33,397,12.03,744.38,22.56,5.78,20.0,35.33,63.28,36.28,1.65,19.03,29.68,73.52,71.2,36.08,0.0,17.91,0.0,0.84,0.0,0.0,20.05,6.29,5.54,5.0
2248,35,379,10.83,501.81,14.34,18.41,0.0,46.02,40.03,3.99,52.07,25.98,48.59,36.73,68.42,30.15,0.0,24.72,0.0,0.84,11.8,16.0,30.96,0.0,0.0,5.0
2249,45,282,6.27,330.44,7.34,4.95,0.0,44.26,36.24,6.62,0.0,8.5,5.44,30.78,29.14,4.81,0.0,1.71,0.0,4.25,17.29,29.74,7.48,0.0,0.0,5.0
2250,80,462,5.78,425.09,5.31,40.42,0.0,38.56,63.83,0.0,0.0,0.0,33.64,37.18,57.15,27.37,0.0,49.53,0.0,0.67,8.67,0.0,11.51,0.0,13.53,4.0
2251,24,261,10.88,317.95,13.25,15.46,0.0,68.82,23.44,0.0,0.0,36.57,20.17,26.02,22.74,1.44,2.0,19.72,0.0,0.0,0.0,2.53,6.15,0.0,3.36,5.0
2252,129,1309,10.15,1603.14,12.43,38.88,0.0,134.83,169.59,3.3,0.0,9.85,85.02,128.64,137.83,65.91,0.0,47.92,0.0,0.0,13.67,0.0,9.43,537.95,72.7,3.0
2253,41,458,11.17,512.57,12.5,2.59,0.0,38.59,47.2,0.0,0.0,0.0,49.02,87.57,316.47,15.93,0.0,2.0,0.0,0.0,34.75,12.76,34.97,0.0,1.63,5.0
2254,26,216,8.31,288.76,11.11,12.33,0.0,41.86,33.06,0.0,0.0,0.0,9.79,16.23,18.61,22.75,0.0,10.95,0.0,0.0,2.38,0.0,4.42,38.08,25.06,5.0
2255,85,752,8.85,725.94,8.54,14.11,10.0,197.31,125.72,12.5,0.0,21.25,22.56,121.52,43.26,12.66,11.0,14.39,0.0,0.0,9.76,8.36,9.54,27.12,0.98,4.0
2256,21,429,20.43,467.75,22.27,28.25,0.0,52.79,51.74,11.43,0.0,51.87,1.45,26.58,72.66,34.82,0.0,24.33,0.0,0.0,29.85,15.18,21.33,0.0,7.43,1.0
2257,32,236,7.38,403.68,12.62,5.36,10.95,18.01,38.7,5.7,3.15,128.54,16.54,31.49,19.66,11.43,0.0,37.57,0.0,0.0,9.05,0.0,8.06,7.48,0.0,5.0
2258,14,131,9.36,126.42,9.03,8.5,0.0,19.62,17.38,0.0,0.0,0.0,12.93,13.21,10.12,4.92,0.0,0.89,0.0,2.97,0.99,2.36,1.51,7.52,2.17,5.0
2259,129,417,3.23,750.29,5.82,20.54,0.0,14.97,5.77,0.0,0.0,0.0,0.0,33.41,57.57,3.42,0.0,0.0,0.0,0.0,0.0,0.0,13.26,86.73,0.0,4.0
2260,50,144,2.88,422.06,8.44,2.69,0.0,21.63,2.58,27.73,0.0,66.33,3.96,8.81,14.09,0.5,0.0,0.0,0.0,0.0,11.6,0.0,0.0,18.94,0.0,5.0
2261,31,151,4.87,419.68,13.54,1.13,0.0,5.44,27.53,0.38,0.0,100.12,5.08,18.1,5.77,7.03,0.0,18.24,0.0,0.0,6.69,0.0,23.12,0.0,1.1,5.0
2262,163,825,5.06,964.47,5.92,3.43,51.0,173.74,126.46,0.0,0.0,2.97,40.71,85.47,44.69,26.11,0.0,0.0,0.0,0.0,2.0,0.0,1.17,80.01,6.92,3.0
2263,63,554,8.79,684.87,10.87,3.12,0.0,49.37,131.18,2.23,0.0,2.55,52.39,157.19,136.6,19.87,0.0,15.64,0.0,3.4,107.61,0.0,1.11,0.0,0.0,4.0
2264,52,438,8.42,406.72,7.82,14.03,0.0,6.54,16.8,0.0,0.0,0.0,8.34,89.52,73.72,14.95,0.0,28.29,0.0,0.0,36.18,0.0,0.0,0.4,0.0,5.0
2265,95,618,6.51,713.9,7.51,27.73,0.0,238.55,85.39,0.0,0.0,102.56,8.98,102.99,23.08,55.56,0.0,9.0,0.0,0.0,13.48,0.0,1.4,9.06,0.0,4.0
2266,43,557,12.95,677.8,15.76,16.95,0.0,23.38,59.98,0.0,0.0,0.0,53.13,128.21,135.19,22.66,0.0,27.01,0.0,0.0,30.24,0.0,1.69,0.0,2.97,5.0
2267,74,1222,16.51,1536.3,20.76,48.03,0.0,255.71,278.97,3.99,0.0,15.97,25.32,655.02,97.36,100.85,0.0,81.9,0.0,0.0,18.85,7.35,22.99,0.0,0.0,1.0
2268,35,179,5.11,650.72,18.59,6.46,0.0,4.86,4.57,0.0,0.0,0.0,5.52,31.67,7.82,31.05,5.0,2.49,0.0,0.0,32.51,19.74,0.0,201.52,0.0,5.0
2269,7,59,8.43,68.6,9.8,2.34,0.0,5.69,13.4,0.0,0.0,0.0,0.0,11.52,11.17,16.75,0.0,15.56,0.0,0.0,0.66,0.84,1.68,0.0,0.99,5.0
2270,2,51,25.5,70.16,35.08,1.03,0.0,5.81,10.7,0.0,0.0,0.0,8.32,3.91,11.17,7.86,0.0,0.95,0.0,0.0,2.08,0.0,6.15,18.85,0.0,1.0
2271,31,186,6.0,422.38,13.63,15.85,176.0,16.5,38.42,3.8,0.0,0.0,4.19,9.25,9.98,5.62,0.0,14.34,0.0,0.0,15.81,0.0,19.71,0.0,0.0,5.0
2272,107,449,4.2,474.61,4.44,26.72,0.0,8.02,141.99,0.0,0.0,0.0,14.35,16.28,119.32,8.71,0.0,74.39,0.0,0.0,0.0,0.0,0.0,0.0,4.95,4.0
2273,50,287,5.74,342.67,6.85,9.27,0.0,31.16,93.27,1.8,0.0,0.0,6.65,36.48,39.16,7.75,0.0,29.32,0.0,0.0,23.79,2.12,10.57,0.0,0.0,5.0
2274,85,817,9.61,768.51,9.04,20.0,0.0,204.2,86.86,0.0,0.0,0.0,42.74,102.19,76.0,11.67,0.0,19.28,0.0,3.4,24.69,0.0,22.71,0.0,56.33,4.0
2275,48,701,14.6,1196.73,24.93,350.95,85.0,119.07,41.89,5.1,0.0,0.0,0.0,15.47,196.08,25.03,0.0,4.23,0.0,0.0,19.69,0.0,0.87,159.04,0.0,1.0
2276,60,591,9.85,724.39,12.07,11.23,0.0,89.94,79.88,7.75,0.0,123.01,23.34,57.03,74.15,17.64,0.0,17.39,0.0,0.0,19.38,0.0,10.35,0.0,0.0,4.0
2277,95,1066,11.22,1636.5,17.23,36.45,0.0,130.49,119.11,4.07,0.0,439.67,84.3,116.22,165.18,49.47,43.0,61.14,0.0,0.0,26.14,1.86,72.55,0.0,4.06,3.0
2278,7,100,14.29,90.61,12.94,0.0,0.0,3.67,40.61,0.0,0.0,4.25,0.0,7.34,19.95,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,5.0
2279,106,353,3.33,346.04,3.26,19.72,0.0,48.07,118.83,0.0,0.0,0.0,6.31,41.97,34.4,13.4,0.0,14.81,0.0,0.0,0.0,0.0,5.63,0.0,0.0,4.0
2280,20,157,7.85,207.67,10.38,11.23,0.0,7.71,37.88,3.79,0.0,0.0,19.28,16.04,44.33,0.93,0.0,20.09,0.0,0.0,47.13,0.0,9.32,0.0,2.38,5.0
2281,14,386,27.57,410.87,29.35,4.21,0.0,34.29,84.16,0.0,0.0,0.0,131.82,27.72,68.66,54.54,0.0,22.95,0.0,0.0,11.98,0.0,28.73,0.0,0.0,1.0
2282,20,126,6.3,157.94,7.9,1.25,0.0,14.06,17.26,0.0,0.0,91.62,5.53,57.82,7.98,3.73,1.0,21.61,0.0,0.0,4.07,0.0,0.0,0.0,0.0,5.0
2283,54,758,14.04,896.7,16.61,39.74,0.0,18.78,23.49,120.48,0.0,0.0,25.62,36.01,118.99,55.54,0.0,93.37,0.0,0.0,23.31,0.0,0.84,0.0,0.0,0.0
2284,28,854,30.5,1095.57,39.13,11.75,0.0,98.4,42.09,11.84,0.0,34.31,10.46,242.85,182.58,50.21,0.0,80.22,0.0,16.98,46.26,5.25,0.0,0.0,0.0,1.0
2285,197,1169,5.93,1775.63,9.01,324.65,40.0,72.61,905.6,0.0,0.0,114.95,8.04,268.47,170.64,20.2,24.0,106.5,0.0,0.84,25.22,5.1,18.29,14.16,15.0,3.0
